SKU,Price,Wholesale price
69772623610232,6.9,5.17
6977262361078,15.52,12.07
6977262361108,6.03,5.17
69772623611080,6.03,5.17
6977262361146,18.97,15.52
69772623611460,18.97,15.52
69772623611461,18.97,15.52
69772623611462,18.97,15.52
69772623612210,11.21,8.62
69772623612380,16.38,12.93
69772623612382,14.66,11.21
6977262361436,18.1,14.66
69772623614360,18.1,14.66
6977262362044,93.97,112.93
6977262362501,146.55,175.86
6977262363195,174.14,146.55
6982024042638,125.86,106.9
69828709038269,303.45,256.03
69828751000869,105.17,88.79
69937827490172,13.79,12.07
69937852455709,66.38,56.03
69947788805591,43.1,36.21
69955581101670,1158.62,978.45
69956245161096,147.41,125
69957313850340,293.1,247.41
69957317239799,394.83,332.76
70000079547234,45.69,38.79
70000080779213,45.69,38.79
70008400520044,12.07,10.34
70008420982267,113.79,96.55
70008422681093,120.69,101.72
70016668489263,169.83,143.1
70024318906139,66.38,56.03
70024322446714,93.97,79.31
70051177616811,113.79,96.55
70051179907320,119.83,100.86
70085219420878,45.69,38.79
70111047847010,6.9,6.03
70111148517753,139.66,118.1
70111148904954,139.66,118.1
70117675552996,22.41,18.97
70198157516085,186.21,156.9
70198191590848,500.86,423.28
70198205321236,227.59,192.24
70198224106826,172.41,145.69
70198230301677,49.66,41.81
70198401100446,181.03,152.59
70204007441819,172.41,145.69
70204008136743,172.41,145.69
70204008881813,172.41,145.69
70204010597857,172.41,145.69
70204011598042,172.41,145.69
70204015942717,181.03,152.59
70204016545976,181.03,152.59
70207217222459,75.86,63.79
70207221224019,215.52,181.9
70207221641695,215.52,181.9
70207222289421,215.52,181.9
70268847577413,163.79,129.31
70268851561923,215.52,181.9
70268860198753,180.17,152.59
70268892596870,12.07,9.48
70268938764308,135.34,113.79
70273575776803,186.21,156.9
70273576386436,186.21,156.9
70273577712395,186.21,156.9
70275793133918,52.59,43.97
70310621999416,87.93,74.14
70310622759361,87.93,74.14
70310626839000,87.93,74.14
70310627261107,87.93,74.14
70310628628694,87.93,74.14
70310641460654,87.93,74.14
70385388544305,54.31,46.55
70432176596150,16.38,13.79
70432194565440,35.34,29.31
70432209089371,122.41,103.45
70432214209914,195.69,165.52
70452431630362,49.66,41.81
70452454429165,227.59,192.24
70452477550373,162.07,136.21
70452478386080,53.45,136.21
70492613345350,122.41,103.45
70541977002156,226.72,191.38
70560246154359,288.79,243.97
70561988401762,106.03,89.66
70601573035684,122.41,103.45
70603791819750,122.41,103.45
70603792559765,122.41,103.45
70603792994170,122.41,103.45
70604141405347,6.9,6.03
70691599515018,10.34,8.62
70744011096774,64.66,54.31
70744016170901,8.62,6.03
70839902630696,215.52,181.9
70839968447784,31.03,25.86
70840111658508,102.59,87.07
70914938437633,113.79,96.55
70915219873178,156.9,132.76
70916313358727,156.9,132.76
70916315205262,156.9,132.76
70916316884718,156.9,132.76
70916325997187,156.9,132.76
70923982925800,1158.62,978.45
70924848915832,81.9,68.97
71018793560148,22.41,18.97
71053419295018,43.97,37.93
71114497050941,209.48,177.59
71139882174952,44.83,37.93
71209318318294,1158.62,978.45
71209332026899,1158.62,978.45
71209344689274,1268.97,1100.86
71210216695951,13.79,12.07
71261391523893,244.83,206.9
71286824499982,139.66,118.1
71286836707503,139.66,118.1
71286895976290,156.9,132.76
71286896713895,156.9,132.76
71286994448025,156.9,132.76
71286995635273,156.9,132.76
71287103499399,215.52,181.9
71287104392207,215.52,181.9
71329247884627,265.52,224.14
71340109940988,60.34,50.86
71353155576583,7.76,5.17
